x,y,z
9999189196.525017,10469717.829730252,0.0
9999184549.961739,10499715.3971228,0.0
9999179890.121136,10529712.950573398,0.0
9999175217.003195,10559710.490042193,0.0
9999170530.607903,10589708.015489334,0.0
9999165830.935247,10619705.526874969,0.0
9999161117.985216,10649703.024159245,0.0
9999156391.757797,10679700.507302312,0.0
9999151652.25298,10709697.976264317,0.0
9999146899.470749,10739695.431005407,0.0
9999142133.411093,10769692.87148573,0.0
9999137354.074,10799690.297665436,0.0
9999132561.459455,10829687.70950467,0.0
9999127755.56745,10859685.106963577,0.0
9999122936.397968,10889682.490002306,0.0
9999118103.950998,10919679.858581005,0.0
9999113258.226528,10949677.212659819,0.0
9999108399.224545,10979674.552198896,0.0
9999103526.945034,11009671.877158381,0.0
9999098641.387985,11039669.18749842,0.0
9999093742.553385,11069666.483179161,0.0
9999088830.44122,11099663.764160749,0.0
9999083905.051476,11129661.030403327,0.0
9999078966.384142,11159658.281867044,0.0
9999074014.439205,11189655.518512044,0.0
9999069049.21665,11219652.740298472,0.0
9999064070.716467,11249649.947186474,0.0
9999059078.93864,11279647.139136195,0.0
9999054073.883158,11309644.31610778,0.0
9999049055.550007,11339641.478061372,0.0
9999044023.939173,11369638.624957116,0.0
9999038979.050644,11399635.756755158,0.0
9999033920.884405,11429632.87341564,0.0
9999028849.440445,11459629.974898707,0.0
9999023764.71875,11489627.061164502,0.0
9999018666.719305,11519624.13217317,0.0
9999013555.442099,11549621.187884854,0.0
9999008430.887117,11579618.228259698,0.0
9999003293.054346,11609615.253257843,0.0
9998998141.943773,11639612.262839435,0.0
9998992977.555384,11669609.256964615,0.0
9998987799.889164,11699606.235593526,0.0
9998982608.9451,11729603.198686311,0.0
9998977404.72318,11759600.146203112,0.0
9998972187.22339,11789597.078104071,0.0
9998966956.445717,11819593.99434933,0.0
9998961712.390144,11849590.894899031,0.0
9998956455.05666,11879587.779713316,0.0
9998951184.44525,11909584.648752326,0.0
9998945900.5559,11939581.501976203,0.0
9998940603.388597,11969578.339345088,0.0
9998935292.943327,11999575.160819123,0.0
9998929969.220076,12029571.966358447,0.0
9998924632.218828,12059568.755923202,0.0
9998919281.939571,12089565.529473528,0.0
9998913918.382292,12119562.286969567,0.0
9998908541.546974,12149559.028371457,0.0
9998903151.433605,12179555.753639339,0.0
9998897748.042171,12209552.462733353,0.0
9998892331.372658,12239549.155613637,0.0
9998886901.425049,12269545.832240332,0.0
9998881458.199331,12299542.492573578,0.0
9998876001.695492,12329539.136573514,0.0
9998870531.913515,12359535.764200278,0.0
9998865048.853386,12389532.375414008,0.0
9998859552.51509,12419528.970174845,0.0
9998854042.898617,12449525.548442926,0.0
9998848520.003946,12479522.11017839,0.0
9998842983.831066,12509518.655341376,0.0
9998837434.379963,12539515.18389202,0.0
9998831871.650621,12569511.69579046,0.0
9998826295.643026,12599508.190996835,0.0
9998820706.357162,12629504.669471283,0.0
9998815103.793016,12659501.131173939,0.0
9998809487.950573,12689497.57606494,0.0
9998803858.829819,12719494.004104426,0.0
9998798216.430737,12749490.415252531,0.0
9998792560.753313,12779486.80946939,0.0
9998786891.797533,12809483.186715145,0.0
9998781209.563381,12839479.546949927,0.0
9998775514.050844,12869475.890133874,0.0
9998769805.259905,12899472.216227122,0.0
9998764083.19055,12929468.525189806,0.0
9998758347.842764,12959464.81698206,0.0
9998752599.21653,12989461.091564024,0.0
9998746837.311834,13019457.34889583,0.0
9998741062.128662,13049453.58893761,0.0
9998735273.666998,13079449.811649505,0.0
9998729471.926826,13109446.016991645,0.0
9998723656.908133,13139442.204924166,0.0
9998717828.6109,13169438.375407202,0.0
9998711987.035116,13199434.528400887,0.0
9998706132.180763,13229430.663865354,0.0
9998700264.047827,13259426.78176074,0.0
9998694382.636292,13289422.882047173,0.0
9998688487.946142,13319418.96468479,0.0
9998682579.977362,13349415.029633723,0.0
9998676658.729937,13379411.076854106,0.0
9998670724.20385,13409407.10630607,0.0
9998664776.399086,13439403.11794975,0.0
9998658815.31563,13469399.111745276,0.0
9998652840.953466,13499395.08765278,0.0
9998646853.312578,13529391.045632396,0.0
9998640852.39295,13559386.985644255,0.0
9998634838.194567,13589382.907648487,0.0
9998628810.717413,13619378.811605224,0.0
9998622769.961472,13649374.697474599,0.0
9998616715.926727,13679370.565216742,0.0
9998610648.613163,13709366.414791783,0.0
9998604568.020765,13739362.246159853,0.0
9998598474.149517,13769358.059281083,0.0
9998592366.999401,13799353.854115603,0.0
9998586246.570402,13829349.630623544,0.0
9998580112.862505,13859345.388765033,0.0
9998573965.875692,13889341.128500203,0.0
9998567805.60995,13919336.849789182,0.0
9998561632.065258,13949332.552592099,0.0
9998555445.241604,13979328.236869082,0.0
9998549245.13897,14009323.902580261,0.0
9998543031.757338,14039319.549685765,0.0
9998536805.096693,14069315.178145723,0.0
9998530565.15702,14099310.787920263,0.0
9998524311.938303,14129306.378969511,0.0
9998518045.440523,14159301.951253599,0.0
9998511765.663666,14189297.50473265,0.0
9998505472.607714,14219293.039366795,0.0
9998499166.27265,14249288.55511616,0.0
9998492846.658457,14279284.051940871,0.0
9998486513.76512,14309279.529801058,0.0
9998480167.59262,14339274.988656845,0.0
9998473808.140945,14369270.42846836,0.0
9998467435.410074,14399265.849195728,0.0
9998461049.399992,14429261.250799077,0.0
9998454650.110682,14459256.63323853,0.0
9998448237.542128,14489251.996474214,0.0
9998441811.694311,14519247.340466255,0.0
9998435372.567215,14549242.665174779,0.0
9998428920.160824,14579237.97055991,0.0
9998422454.47512,14609233.256581772,0.0
9998415975.510088,14639228.523200491,0.0
9998409483.265709,14669223.770376192,0.0
9998402977.741966,14699218.998068998,0.0
9998396458.938843,14729214.206239033,0.0
9998389926.856321,14759209.394846423,0.0
9998383381.494385,14789204.563851288,0.0
9998376822.853016,14819199.713213753,0.0
9998370250.932196,14849194.842893943,0.0
9998363665.731909,14879189.952851979,0.0
9998357067.252138,14909185.043047985,0.0
9998350455.492867,14939180.113442084,0.0
9998343830.454075,14969175.163994396,0.0
9998337192.135748,14999170.194665045,0.0
9998330540.537867,15029165.205414152,0.0
9998323875.660414,15059160.19620184,0.0
9998317197.503372,15089155.166988231,0.0
9998310506.066725,15119150.117733445,0.0
9998303801.350454,15149145.048397603,0.0
9998297083.354542,15179139.958940826,0.0
9998290352.07897,15209134.849323235,0.0
9998283607.523722,15239129.719504952,0.0
9998276849.688778,15269124.569446096,0.0
9998270078.574121,15299119.399106788,0.0
9998263294.179735,15329114.208447145,0.0
9998256496.5056,15359108.997427288,0.0
9998249685.551699,15389103.766007338,0.0
9998242861.318014,15419098.514147412,0.0
9998236023.804527,15449093.24180763,0.0
9998229173.01122,15479087.948948111,0.0
9998222308.938078,15509082.635528974,0.0
9998215431.585077,15539077.301510338,0.0
9998208540.952204,15569071.946852319,0.0
9998201637.039438,15599066.571515037,0.0
9998194719.846762,15629061.175458608,0.0
9998187789.374157,15659055.75864315,0.0
9998180845.621607,15689050.32102878,0.0
9998173888.58909,15719044.862575617,0.0
9998166918.27659,15749039.383243775,0.0
9998159934.68409,15779033.882993372,0.0
9998152937.81157,15809028.361784523,0.0
9998145927.65901,15839022.819577346,0.0
9998138904.226395,15869017.256331956,0.0
9998131867.513704,15899011.67200847,0.0
9998124817.52092,15929006.066567002,0.0
9998117754.248024,15959000.439967668,0.0
9998110677.694996,15988994.792170582,0.0
9998103587.861818,16018989.12313586,0.0
9998096484.748474,16048983.432823615,0.0
9998089368.354942,16078977.721193964,0.0
9998082238.681206,16108971.988207018,0.0
9998075095.727245,16138966.233822893,0.0
9998067939.493042,16168960.458001703,0.0
9998060769.978577,16198954.66070356,0.0
9998053587.18383,16228948.841888579,0.0
9998046391.108784,16258943.001516871,0.0
9998039181.75342,16288937.139548551,0.0
9998031959.117718,16318931.25594373,0.0
9998024723.20166,16348925.350662522,0.0
9998017474.005226,16378919.423665036,0.0
9998010211.528399,16408913.474911386,0.0
9998002935.771156,16438907.504361684,0.0
9997995646.733482,16468901.511976039,0.0
9997988344.415356,16498895.497714564,0.0
9997981028.81676,16528889.46153737,0.0
9997973699.937672,16558883.40340457,0.0
9997966357.778074,16588877.32327627,0.0
9997959002.337948,16618871.221112583,0.0
9997951633.617273,16648865.096873619,0.0
9997944251.616032,16678858.950519485,0.0
9997936856.334202,16708852.782010294,0.0
9997929447.771767,16738846.591306154,0.0
9997922025.928705,16768840.378367174,0.0
9997914590.804998,16798834.143153463,0.0
9997907142.400627,16828827.885625128,0.0
9997899680.71557,16858821.60574228,0.0
9997892205.74981,16888815.303465027,0.0
9997884717.503325,16918808.978753477,0.0
9997877215.976095,16948802.631567735,0.0
9997869701.168104,16978796.26186791,0.0
9997862173.079329,17008789.86961411,0.0
9997854631.709751,17038783.45476644,0.0
9997847077.059351,17068777.01728501,0.0
9997839509.128109,17098770.557129927,0.0
9997831927.916004,17128764.074261293,0.0
9997824333.423016,17158757.568639215,0.0
9997816725.649126,17188751.0402238,0.0
9997809104.594313,17218744.488975152,0.0
9997801470.258558,17248737.91485338,0.0
9997793822.64184,17278731.317818582,0.0
9997786161.74414,17308724.697830867,0.0
9997778487.565437,17338718.05485034,0.0
9997770800.105711,17368711.388837107,0.0
9997763099.364943,17398704.69975127,0.0
9997755385.343111,17428697.98755293,0.0
9997747658.040195,17458691.252202194,0.0
9997739917.456175,17488684.49365917,0.0
9997732163.59103,17518677.71188395,0.0
9997724396.44474,17548670.906836648,0.0
9997716616.017286,17578664.078477357,0.0
9997708822.308645,17608657.226766184,0.0
9997701015.318798,17638650.35166323,0.0
9997693195.047726,17668643.453128602,0.0
9997685361.495405,17698636.531122394,0.0
9997677514.661818,17728629.585604712,0.0
9997669654.546942,17758622.616535656,0.0
9997661781.150757,17788615.623875327,0.0
9997653894.473242,17818608.607583825,0.0
9997645994.514376,17848601.56762125,0.0
9997638081.274137,17878594.5039477,0.0
9997630154.752508,17908587.41652328,0.0
9997622214.949465,17938580.30530809,0.0
9997614261.864988,17968573.170262225,0.0
9997606295.499056,17998566.011345785,0.0
9997598315.851648,18028558.82851887,0.0
9997590322.922745,18058551.62174158,0.0
9997582316.712322,18088544.39097401,0.0
9997574297.220362,18118537.136176262,0.0
9997566264.44684,18148529.85730843,0.0
9997558218.391739,18178522.554330613,0.0
9997550159.055035,18208515.22720291,0.0
9997542086.436707,18238507.875885416,0.0
9997534000.536734,18268500.500338227,0.0
9997525901.355095,18298493.10052144,0.0
9997517788.89177,18328485.676395155,0.0
9997509663.146736,18358478.227919467,0.0
9997501524.119972,18388470.755054466,0.0
9997493371.811457,18418463.257760253,0.0
9997485206.221169,18448455.735996924,0.0
9997477027.349087,18478448.189724572,0.0
9997468835.195189,18508440.61890329,0.0
9997460629.759453,18538433.023493174,0.0
9997452411.041859,18568425.403454322,0.0
9997444179.042385,18598417.75874682,0.0
9997435933.76101,18628410.08933077,0.0
9997427675.197708,18658402.395166263,0.0
9997419403.352463,18688394.67621339,0.0
9997411118.22525,18718386.932432245,0.0
9997402819.816048,18748379.16378292,0.0
9997394508.124834,18778371.370225508,0.0
9997386183.151588,18808363.5517201,0.0
9997377844.896288,18838355.708226793,0.0
9997369493.35891,18868347.839705672,0.0
9997361128.539434,18898339.94611683,0.0
9997352750.437838,18928332.027420364,0.0
9997344359.054098,18958324.08357636,0.0
9997335954.388195,18988316.114544906,0.0
9997327536.440104,19018308.120286096,0.0
9997319105.209805,19048300.10076002,0.0
9997310660.697273,19078292.055926766,0.0
9997302202.902489,19108283.985746425,0.0
9997293731.82543,19138275.890179086,0.0
9997285247.466072,19168267.76918484,0.0
9997276749.824394,19198259.62272377,0.0
9997268238.900373,19228251.45075597,0.0
9997259714.693989,19258243.253241524,0.0
9997251177.205217,19288235.030140523,0.0
9997242626.434034,19318226.781413052,0.0
9997234062.38042,19348218.507019203,0.0
9997225485.044352,19378210.20691906,0.0
9997216894.425804,19408201.881072707,0.0
9997208290.524757,19438193.529440235,0.0
9997199673.341188,19468185.15198173,0.0
9997191042.875074,19498176.748657275,0.0
9997182399.126392,19528168.319426958,0.0
9997173742.09512,19558159.86425086,0.0
9997165071.781233,19588151.383089073,0.0
9997156388.18471,19618142.87590168,0.0
9997147691.305529,19648134.342648763,0.0
9997138981.143665,19678125.78329041,0.0
9997130257.699097,19708117.1977867,0.0
9997121520.9718,19738108.58609772,0.0
9997112770.961752,19768099.948183555,0.0
9997104007.66893,19798091.284004286,0.0
9997095231.093311,19828082.593519997,0.0
9997086441.234873,19858073.87669077,0.0
9997077638.093592,19888065.13347669,0.0
9997068821.669445,19918056.363837834,0.0
9997059991.962408,19948047.56773429,0.0
9997051148.97246,19978038.745126136,0.0
9997042292.699575,20008029.89597345,0.0
9997033423.143732,20038021.02023632,0.0
9997024540.304905,20068012.117874824,0.0
9997015644.183073,20098003.18884904,0.0
9997006734.778212,20127994.23311905,0.0
9996997812.090298,20157985.250644933,0.0
9996988876.119307,20187976.24138677,0.0
9996979926.865215,20217967.20530464,0.0
9996970964.328001,20247958.142358623,0.0
9996961988.50764,20277949.052508797,0.0
9996952999.40411,20307939.93571524,0.0
9996943997.017385,20337930.79193803,0.0
9996934981.347443,20367921.621137243,0.0
9996925952.394258,20397912.42327296,0.0
9996916910.157808,20427903.198305257,0.0
9996907854.63807,20457893.946194213,0.0
9996898785.835018,20487884.6668999,0.0
9996889703.74863,20517875.3603824,0.0
9996880608.378881,20547866.026601788,0.0
9996871499.725748,20577856.665518135,0.0
9996862377.789206,20607847.27709152,0.0
9996853242.569231,20637837.86128202,0.0
9996844094.0658,20667828.418049708,0.0
9996834932.278889,20697818.94735466,0.0
9996825757.208473,20727809.44915695,0.0
9996816568.854528,20757799.92341665,0.0
9996807367.217031,20787790.37009384,0.0
9996798152.295958,20817780.789148588,0.0
9996788924.091282,20847771.180540968,0.0
