x,y,z
9963502439.583727,70204377.58216064,0.0
9963471247.371517,70234267.69078079,0.0
9963440041.787601,70264157.70514144,0.0
9963408822.831898,70294047.62520158,0.0
9963377590.504324,70323937.45092022,0.0
9963346344.804796,70353827.18225637,0.0
9963315085.73323,70383716.81916901,0.0
9963283813.289545,70413606.36161718,0.0
9963252527.473656,70443495.80955984,0.0
9963221228.28548,70473385.162956,0.0
9963189915.724936,70503274.42176467,0.0
9963158589.791939,70533163.58594485,0.0
9963127250.486406,70563052.65545551,0.0
9963095897.808254,70592941.63025568,0.0
9963064531.757399,70622830.51030433,0.0
9963033152.333757,70652719.29556046,0.0
9963001759.537247,70682607.98598307,0.0
9962970353.367785,70712496.58153115,0.0
9962938933.825287,70742385.08216368,0.0
9962907500.90967,70772273.48783965,0.0
9962876054.62085,70802161.79851806,0.0
9962844594.958742,70832050.01415789,0.0
9962813121.923264,70861938.13471812,0.0
9962781635.514332,70891826.16015774,0.0
9962750135.731863,70921714.09043573,0.0
9962718622.575773,70951601.92551108,0.0
9962687096.045979,70981489.66534276,0.0
9962655556.142395,71011377.30988978,0.0
9962624002.864939,71041264.85911109,0.0
9962592436.213526,71071152.31296568,0.0
9962560856.188072,71101039.67141253,0.0
9962529262.788494,71130926.9344106,0.0
9962497656.014708,71160814.10191889,0.0
9962466035.86663,71190701.17389637,0.0
9962434402.344177,71220588.15030201,0.0
9962402755.447264,71250475.03109477,0.0
9962371095.175804,71280361.81623365,0.0
9962339421.529716,71310248.5056776,0.0
9962307734.508917,71340135.09938559,0.0
9962276034.11332,71370021.5973166,0.0
9962244320.342842,71399907.99942958,0.0
9962212593.1974,71429794.30568351,0.0
9962180852.676907,71459680.51603736,0.0
9962149098.781279,71489566.63045008,0.0
9962117331.510433,71519452.64888065,0.0
9962085550.864285,71549338.57128802,0.0
9962053756.842749,71579224.39763115,0.0
9962021949.44574,71609110.12786901,0.0
9961990128.673176,71638995.76196055,0.0
9961958294.524971,71668881.29986474,0.0
9961926447.00104,71698766.74154054,0.0
9961894586.101297,71728652.08694689,0.0
9961862711.82566,71758537.33604275,0.0
9961830824.174044,71788422.48878707,0.0
9961798923.146362,71818307.54513882,0.0
9961767008.742533,71848192.50505695,0.0
9961735080.96247,71878077.3685004,0.0
9961703139.806086,71907962.13542812,0.0
9961671185.273298,71937846.80579907,0.0
9961639217.364023,71967731.37957218,0.0
9961607236.078175,71997615.85670641,0.0
9961575241.415667,72027500.23716071,0.0
9961543233.376415,72057384.52089402,0.0
9961511211.960335,72087268.70786528,0.0
9961479177.16734,72117152.79803345,0.0
9961447128.997345,72147036.79135744,0.0
9961415067.450266,72176920.68779622,0.0
9961382992.526018,72206804.48730873,0.0
9961350904.224514,72236688.18985388,0.0
9961318802.545671,72266571.79539064,0.0
9961286687.489403,72296455.30387792,0.0
9961254559.055622,72326338.71527468,0.0
9961222417.244246,72356222.02953984,0.0
9961190262.055187,72386105.24663234,0.0
9961158093.488361,72415988.3665111,0.0
9961125911.543684,72445871.38913506,0.0
9961093716.221067,72475754.31446315,0.0
9961061507.520428,72505637.14245431,0.0
9961029285.441677,72535519.87306745,0.0
9960997049.984732,72565402.50626151,0.0
9960964801.149506,72595285.0419954,0.0
9960932538.935913,72625167.48022808,0.0
9960900263.343868,72655049.82091844,0.0
9960867974.373285,72684932.06402542,0.0
9960835672.024078,72714814.20950793,0.0
9960803356.29616,72744696.2573249,0.0
9960771027.189445,72774578.20743525,0.0
9960738684.70385,72804460.0597979,0.0
9960706328.839287,72834341.81437176,0.0
9960673959.595669,72864223.47111575,0.0
9960641576.972912,72894105.0299888,0.0
9960609180.970928,72923986.4909498,0.0
9960576771.589632,72953867.85395767,0.0
9960544348.828938,72983749.11897133,0.0
9960511912.688759,73013630.2859497,0.0
9960479463.169008,73043511.35485168,0.0
9960447000.269602,73073392.32563618,0.0
9960414523.990452,73103273.19826211,0.0
9960382034.33147,73133153.97268838,0.0
9960349531.292574,73163034.64887388,0.0
9960317014.873674,73192915.22677754,0.0
9960284485.074686,73222795.70635824,0.0
9960251941.895521,73252676.0875749,0.0
9960219385.336094,73282556.37038642,0.0
9960186815.396318,73312436.5547517,0.0
9960154232.076107,73342316.64062963,0.0
9960121635.375374,73372196.62797913,0.0
9960089025.294033,73402076.51675908,0.0
9960056401.831997,73431956.30692838,0.0
9960023764.989178,73461835.99844593,0.0
9959991114.76549,73491715.59127061,0.0
9959958451.160845,73521595.08536133,0.0
9959925774.175158,73551474.480677,0.0
9959893083.808342,73581353.77717647,0.0
9959860380.060308,73611232.97481866,0.0
9959827662.930971,73641112.07356244,0.0
9959794932.420244,73670991.07336672,0.0
9959762188.52804,73700869.97419037,0.0
9959729431.25427,73730748.77599229,0.0
9959696660.59885,73760627.47873135,0.0
9959663876.56169,73790506.08236644,0.0
9959631079.142702,73820384.58685644,0.0
9959598268.341803,73850262.99216025,0.0
9959565444.158901,73880141.29823673,0.0
9959532606.593912,73910019.50504476,0.0
9959499755.646748,73939897.61254323,0.0
9959466891.317322,73969775.62069102,0.0
9959434013.605545,73999653.52944699,0.0
9959401122.511332,74029531.33877003,0.0
9959368218.034592,74059409.04861902,0.0
9959335300.17524,74089286.65895282,0.0
9959302368.933187,74119164.1697303,0.0
9959269424.308348,74149041.58091034,0.0
9959236466.300632,74178918.89245181,0.0
9959203494.909954,74208796.10431357,0.0
9959170510.136225,74238673.2164545,0.0
9959137511.979357,74268550.22883347,0.0
9959104500.439262,74298427.14140932,0.0
9959071475.515854,74328303.95414095,0.0
9959038437.209044,74358180.6669872,0.0
9959005385.518744,74388057.27990694,0.0
9958972320.444866,74417933.79285903,0.0
9958939241.987322,74447810.20580234,0.0
9958906150.146025,74477686.51869571,0.0
9958873044.920885,74507562.73149802,0.0
9958839926.311815,74537438.84416811,0.0
9958806794.318727,74567314.85666485,0.0
9958773648.941534,74597190.76894708,0.0
9958740490.180147,74627066.58097367,0.0
9958707318.034477,74656942.29270346,0.0
9958674132.504436,74686817.90409532,0.0
9958640933.589937,74716693.41510808,0.0
9958607721.29089,74746568.82570061,0.0
9958574495.607206,74776444.13583174,0.0
9958541256.5388,74806319.34546033,0.0
9958508004.085579,74836194.45454521,0.0
9958474738.247458,74866069.46304524,0.0
9958441459.024347,74895944.37091926,0.0
9958408166.416159,74925819.17812611,0.0
9958374860.422804,74955693.88462465,0.0
9958341541.044193,74985568.4903737,0.0
9958308208.28024,75015442.9953321,0.0
9958274862.130852,75045317.39945872,0.0
9958241502.595943,75075191.70271237,0.0
9958208129.675425,75105065.90505189,0.0
9958174743.369207,75134940.00643611,0.0
9958141343.677202,75164814.00682388,0.0
9958107930.59932,75194687.90617403,0.0
9958074504.135471,75224561.70444539,0.0
9958041064.285568,75254435.40159678,0.0
9958007611.049522,75284308.99758705,0.0
9957974144.427244,75314182.49237503,0.0
9957940664.418644,75344055.88591953,0.0
9957907171.023632,75373929.17817938,0.0
9957873664.24212,75403802.36911342,0.0
9957840144.07402,75433675.45868047,0.0
9957806610.519241,75463548.44683933,0.0
9957773063.577696,75493421.33354886,0.0
9957739503.249294,75523294.11876786,0.0
9957705929.533945,75553166.80245516,0.0
9957672342.43156,75583039.38456957,0.0
9957638741.94205,75612911.86506991,0.0
9957605128.065329,75642784.243915,0.0
9957571500.801302,75672656.52106367,0.0
9957537860.149881,75702528.69647472,0.0
9957504206.11098,75732400.77010696,0.0
9957470538.684504,75762272.7419192,0.0
9957436857.870367,75792144.61187027,0.0
9957403163.668478,75822016.37991898,0.0
9957369456.078749,75851888.04602413,0.0
9957335735.101088,75881759.61014453,0.0
9957302000.735407,75911631.07223898,0.0
9957268252.981615,75941502.4322663,0.0
9957234491.839622,75971373.69018528,0.0
9957200717.309341,76001244.84595473,0.0
9957166929.39068,76031115.89953347,0.0
9957133128.083548,76060986.85088028,0.0
9957099313.387856,76090857.69995397,0.0
9957065485.303514,76120728.44671334,0.0
9957031643.830433,76150599.09111719,0.0
9956997788.968521,76180469.6331243,0.0
9956963920.71769,76210340.0726935,0.0
9956930039.077847,76240210.40978356,0.0
9956896144.048904,76270080.64435327,0.0
9956862235.63077,76299950.77636145,0.0
9956828313.823355,76329820.80576687,0.0
9956794378.626568,76359690.73252833,0.0
9956760430.04032,76389560.55660461,0.0
9956726468.06452,76419430.2779545,0.0
9956692492.699078,76449299.89653681,0.0
9956658503.943903,76479169.4123103,0.0
9956624501.798904,76509038.82523377,0.0
9956590486.263992,76538908.135266,0.0
9956556457.339075,76568777.34236577,0.0
9956522415.024063,76598646.44649187,0.0
9956488359.318865,76628515.44760308,0.0
9956454290.22339,76658384.34565817,0.0
9956420207.737549,76688253.14061593,0.0
9956386111.86125,76718121.83243512,0.0
9956352002.594402,76747990.42107454,0.0
9956317879.936916,76777858.90649295,0.0
9956283743.888699,76807727.28864913,0.0
9956249594.449661,76837595.56750184,0.0
9956215431.61971,76867463.74300988,0.0
9956181255.398758,76897331.815132,0.0
9956147065.78671,76927199.78382699,0.0
9956112862.783478,76957067.64905359,0.0
9956078646.38897,76986935.41077058,0.0
9956044416.603094,77016803.06893674,0.0
9956010173.42576,77046670.62351081,0.0
9955975916.856876,77076538.07445158,0.0
9955941646.896353,77106405.4217178,0.0
9955907363.544096,77136272.66526823,0.0
9955873066.800016,77166139.80506164,0.0
9955838756.664022,77196006.84105678,0.0
9955804433.136023,77225873.77321242,0.0
9955770096.215925,77255740.60148731,0.0
9955735745.903639,77285607.3258402,0.0
9955701382.199072,77315473.94622986,0.0
9955667005.102135,77345340.46261503,0.0
9955632614.612734,77375206.87495448,0.0
9955598210.730778,77405073.18320695,0.0
9955563793.456175,77434939.38733119,0.0
9955529362.788834,77464805.48728596,0.0
9955494918.728662,77494671.48302999,0.0
9955460461.27557,77524537.37452205,0.0
9955425990.429464,77554403.16172087,0.0
9955391506.190254,77584268.84458521,0.0
9955357008.557846,77614134.4230738,0.0
9955322497.53215,77643999.89714539,0.0
9955287973.113073,77673865.26675873,0.0
9955253435.300524,77703730.53187254,0.0
9955218884.09441,77733595.69244558,0.0
9955184319.494638,77763460.74843657,0.0
9955149741.501118,77793325.69980426,0.0
9955115150.113756,77823190.54650739,0.0
9955080545.332462,77853055.28850469,0.0
9955045927.157143,77882919.92575489,0.0
9955011295.587706,77912784.45821673,0.0
9954976650.62406,77942648.88584894,0.0
9954941992.266111,77972513.20861025,0.0
9954907320.51377,78002377.42645939,0.0
9954872635.366941,78032241.53935508,0.0
9954837936.825535,78062105.54725607,0.0
9954803224.889456,78091969.45012106,0.0
9954768499.558613,78121833.24790879,0.0
9954733760.832914,78151696.94057797,0.0
9954699008.712267,78181560.52808733,0.0
9954664243.196577,78211424.0103956,0.0
9954629464.285753,78241287.3874615,0.0
9954594671.979704,78271150.65924375,0.0
9954559866.278336,78301013.82570106,0.0
9954525047.181555,78330876.88679214,0.0
9954490214.689268,78360739.84247573,0.0
9954455368.801384,78390602.69271052,0.0
9954420509.51781,78420465.43745524,0.0
9954385636.838453,78450328.07666859,0.0
9954350750.76322,78480190.6103093,0.0
9954315851.292017,78510053.03833607,0.0
9954280938.424753,78539915.3607076,0.0
9954246012.161333,78569777.57738261,0.0
9954211072.501665,78599639.6883198,0.0
9954176119.445656,78629501.69347788,0.0
9954141152.993214,78659363.59281556,0.0
9954106173.144243,78689225.38629153,0.0
9954071179.898651,78719087.0738645,0.0
9954036173.256346,78748948.65549318,0.0
9954001153.217234,78778810.13113627,0.0
9953966119.781221,78808671.50075245,0.0
9953931072.948215,78838532.76430042,0.0
9953896012.718122,78868393.9217389,0.0
9953860939.090849,78898254.97302656,0.0
9953825852.066301,78928115.91812211,0.0
9953790751.644386,78957976.75698423,0.0
9953755637.825008,78987837.48957163,0.0
9953720510.608076,79017698.115843,0.0
9953685369.993496,79047558.63575701,0.0
9953650215.981174,79077419.04927237,0.0
9953615048.571016,79107279.35634775,0.0
9953579867.76293,79137139.55694185,0.0
9953544673.55682,79166999.65101334,0.0
9953509465.952593,79196859.63852093,0.0
9953474244.950155,79226719.51942328,0.0
9953439010.549414,79256579.29367907,0.0
9953403762.750275,79286438.961247,0.0
9953368501.552643,79316298.52208573,0.0
9953333226.956425,79346157.97615394,0.0
9953297938.961527,79376017.32341032,0.0
9953262637.567854,79405876.56381354,0.0
9953227322.775314,79435735.69732228,0.0
9953191994.58381,79465594.7238952,0.0
9953156652.993252,79495453.643491,0.0
9953121298.003542,79525312.45606832,0.0
9953085929.614586,79555171.16158584,0.0
9953050547.826292,79585029.76000223,0.0
9953015152.638565,79614888.25127617,0.0
9952979744.05131,79644746.6353663,0.0
9952944322.064432,79674604.91223133,0.0
9952908886.677837,79704463.08182988,0.0
9952873437.891432,79734321.14412063,0.0
9952837975.70512,79764179.09906225,0.0
9952802500.118809,79794036.94661339,0.0
9952767011.132402,79823894.68673271,0.0
9952731508.745808,79853752.31937888,0.0
9952695992.95893,79883609.84451056,0.0
9952660463.771671,79913467.26208639,0.0
9952624921.18394,79943324.57206504,0.0
9952589365.195642,79973181.77440515,0.0
9952553795.806683,80003038.86906537,0.0
9952518213.016964,80032895.85600437,0.0
9952482616.826393,80062752.7351808,0.0
9952447007.234875,80092609.50655329,0.0
9952411384.242315,80122466.17008051,0.0
9952375747.84862,80152322.72572109,0.0
9952340098.05369,80182179.17343369,0.0
9952304434.857433,80212035.51317695,0.0
9952268758.259756,80241891.74490951,0.0
9952233068.260561,80271747.86859001,0.0
9952197364.859753,80301603.8841771,0.0
9952161648.057238,80331459.79162942,0.0
9952125917.85292,80361315.59090559,0.0
9952090174.246704,80391171.28196427,0.0
9952054417.238495,80421026.8647641,0.0
9952018646.828197,80450882.33926369,0.0
9951982863.015717,80480737.7054217,0.0
9951947065.800955,80510592.96319675,0.0
9951911255.183819,80540448.11254749,0.0
9951875431.164213,80570303.15343252,0.0
9951839593.74204,80600158.08581048,0.0
9951803742.917208,80630012.90964001,0.0
9951767878.689617,80659867.62487973,0.0
9951732001.059175,80689722.23148827,0.0
9951696110.025785,80719576.72942425,0.0
9951660205.589352,80749431.11864631,0.0
9951624287.749777,80779285.39911304,0.0
9951588356.506968,80809139.5707831,0.0
9951552411.860826,80838993.63361508,0.0
9951516453.811258,80868847.58756761,0.0
9951480482.358168,80898701.43259932,0.0
9951444497.50146,80928555.1686688,0.0
9951408499.241035,80958408.7957347,0.0
9951372487.576801,80988262.31375562,0.0
9951336462.50866,81018115.72269015,0.0
9951300424.036516,81047969.02249692,0.0
9951264372.160273,81077822.21313456,0.0
9951228306.879835,81107675.29456165,0.0
9951192228.195107,81137528.26673682,0.0
9951156136.10599,81167381.12961866,0.0
9951120030.61239,81197233.88316578,0.0
9951083911.71421,81227086.52733679,0.0
9951047779.411354,81256939.0620903,0.0
9951011633.703726,81286791.4873849,0.0
9950975474.591228,81316643.8031792,0.0
9950939302.073767,81346496.0094318,0.0
9950903116.151243,81376348.10610129,0.0
9950866916.82356,81406200.09314628,0.0
9950830704.090624,81436051.97052535,0.0
9950794477.952335,81465903.73819712,0.0
9950758238.408598,81495755.39612018,0.0
9950721985.459316,81525606.9442531,0.0
9950685719.104393,81555458.3825545,0.0
9950649439.343733,81585309.71098295,0.0
9950613146.177237,81615160.92949705,0.0
9950576839.604809,81645012.03805539,0.0
9950540519.626352,81674863.03661655,0.0
9950504186.241772,81704713.92513911,0.0
9950467839.450968,81734564.70358168,0.0
9950431479.253845,81764415.37190282,0.0
9950395105.650307,81794265.93006113,0.0
9950358718.640255,81824116.37801518,0.0
9950322318.223593,81853966.71572354,0.0
9950285904.400225,81883816.94314481,0.0
9950249477.170052,81913667.06023757,0.0
9950213036.532976,81943517.06696038,0.0
9950176582.488903,81973366.96327183,0.0
9950140115.037733,82003216.74913047,0.0
9950103634.17937,82033066.4244949,0.0
9950067139.913717,82062915.98932369,0.0
9950030632.240677,82092765.4435754,0.0
9949994111.16015,82122614.78720859,0.0
9949957576.67204,82152464.02018185,0.0
9949921028.77625,82182313.14245373,0.0
9949884467.472683,82212162.1539828,0.0
9949847892.76124,82242011.05472764,0.0
9949811304.641825,82271859.8446468,0.0
9949774703.11434,82301708.52369884,0.0
9949738088.178686,82331557.09184232,0.0
9949701459.834766,82361405.54903582,0.0
9949664818.082483,82391253.89523788,0.0
9949628162.92174,82421102.13040705,0.0
9949591494.352438,82450950.25450191,0.0
9949554812.37448,82480798.267481,0.0
9949518116.987766,82510646.16930288,0.0
9949481408.1922,82540493.9599261,0.0
9949444685.987684,82570341.63930921,0.0
9949407950.374119,82600189.20741077,0.0
9949371201.351408,82630036.66418931,0.0
9949334438.919453,82659884.0096034,0.0
9949297663.078154,82689731.24361156,0.0
9949260873.827415,82719578.36617236,0.0
9949224071.167137,82749425.37724434,0.0
9949187255.097223,82779272.27678603,0.0
9949150425.617573,82809119.06475599,0.0
9949113582.72809,82838965.74111275,0.0
9949076726.428675,82868812.30581485,0.0
9949039856.719229,82898658.75882083,0.0
9949002973.599655,82928505.10008922,0.0
9948966077.069855,82958351.32957858,0.0
9948929167.129728,82988197.44724742,0.0
9948892243.779179,83018043.45305428,0.0
9948855307.018106,83047889.3469577,0.0
9948818356.846413,83077735.12891619,0.0
9948781393.264,83107580.7988883,0.0
9948744416.27077,83137426.35683255,0.0
9948707425.866621,83167271.80270748,0.0
9948670422.051458,83197117.1364716,0.0
9948633404.825182,83226962.35808344,0.0
9948596374.187693,83256807.46750154,0.0
9948559330.138891,83286652.4646844,0.0
9948522272.678679,83316497.34959055,0.0
9948485201.806955,83346342.12217852,0.0
9948448117.523624,83376186.78240682,0.0
9948411019.828587,83406031.33023396,0.0
9948373908.72174,83435875.76561847,0.0
9948336784.20299,83465720.08851886,0.0
9948299646.272234,83495564.29889365,0.0
9948262494.929375,83525408.39670134,0.0
9948225330.174313,83555252.38190044,0.0
9948188152.006948,83585096.25444949,0.0
9948150960.427183,83614940.01430696,0.0
9948113755.434917,83644783.66143139,0.0
9948076537.030052,83674627.19578126,0.0
9948039305.212488,83704470.6173151,0.0
9948002059.982124,83734313.9259914,0.0
9947964801.338863,83764157.12176867,0.0
9947927529.282604,83794000.2046054,0.0
9947890243.813248,83823843.17446011,0.0
9947852944.930696,83853686.03129129,0.0
9947815632.634848,83883528.77505744,0.0
9947778306.925604,83913371.40571705,0.0
9947740967.802866,83943213.92322862,0.0
9947703615.266533,83973056.32755065,0.0
9947666249.316505,84002898.61864163,0.0
9947628869.952682,84032740.79646005,0.0
9947591477.174965,84062582.8609644,0.0
9947554070.983253,84092424.81211318,0.0
9947516651.377449,84122266.64986487,0.0
9947479218.35745,84152108.37417795,0.0
9947441771.923159,84181949.98501092,0.0
9947404312.074474,84211791.48232226,0.0
9947366838.811296,84241632.86607045,0.0
9947329352.133524,84271474.13621397,0.0
9947291852.041058,84301315.29271132,0.0
9947254338.533798,84331156.33552097,0.0
9947216811.611645,84360997.2646014,0.0
9947179271.274498,84390838.07991107,0.0
9947141717.522257,84420678.78140847,0.0
9947104150.35482,84450519.36905208,0.0
9947066569.772089,84480359.84280036,0.0
9947028975.773962,84510200.2026118,0.0
9946991368.36034,84540040.44844487,0.0
9946953747.531122,84569880.58025803,0.0
9946916113.286207,84599720.59800975,0.0
9946878465.625496,84629560.5016585,0.0
9946840804.548887,84659400.29116274,0.0
9946803130.05628,84689239.96648096,0.0
9946765442.147575,84719079.52757159,0.0
9946727740.822672,84748918.97439311,0.0
9946690026.081469,84778758.30690399,0.0
9946652297.923864,84808597.52506268,0.0
9946614556.349758,84838436.62882763,0.0
9946576801.35905,84868275.61815731,0.0
9946539032.95164,84898114.49301018,0.0
9946501251.127424,84927953.25334468,0.0
9946463455.886305,84957791.89911929,0.0
9946425647.22818,84987630.43029244,0.0
9946387825.152948,85017468.84682259,0.0
9946349989.66051,85047307.14866818,0.0
9946312140.750761,85077145.33578768,0.0
9946274278.423605,85106983.40813953,0.0
9946236402.678938,85136821.36568217,0.0
9946198513.516659,85166659.20837404,0.0
9946160610.936666,85196496.9361736,0.0
9946122694.93886,85226334.54903929,0.0
9946084765.523138,85256172.04692954,0.0
9946046822.6894,85286009.4298028,0.0
9946008866.437542,85315846.69761752,0.0
9945970896.767466,85345683.85033211,0.0
9945932913.679068,85375520.88790503,0.0
9945894917.172249,85405357.8102947,0.0
9945856907.246906,85435194.61745957,0.0
9945818883.902937,85465031.30935806,0.0
9945780847.140242,85494867.88594861,0.0
9945742796.958717,85524704.34718965,0.0
9945704733.358263,85554540.69303961,0.0
9945666656.338778,85584376.9234569,0.0
9945628565.900158,85614213.03839998,0.0
9945590462.042303,85644049.03782725,0.0
9945552344.765112,85673884.92169715,0.0
9945514214.068481,85703720.6899681,0.0
9945476069.95231,85733556.3425985,0.0
9945437912.416498,85763391.87954679,0.0
9945399741.460941,85793227.3007714,0.0
9945361557.085537,85823062.60623074,0.0
9945323359.290184,85852897.79588321,0.0
9945285148.074781,85882732.86968724,0.0
9945246923.439226,85912567.82760125,0.0
9945208685.383417,85942402.66958365,0.0
9945170433.907251,85972237.39559284,0.0
9945132169.010626,86002072.00558724,0.0
9945093890.69344,86031906.49952525,0.0
9945055598.95559,86061740.87736529,0.0
9945017293.796974,86091575.13906576,0.0
9944978975.217491,86121409.28458506,0.0
9944940643.217037,86151243.3138816,0.0
9944902297.795511,86181077.2269138,0.0
9944863938.95281,86210911.02364004,0.0
9944825566.688831,86240744.70401873,0.0
9944787181.003471,86270578.26800826,0.0
9944748781.89663,86300411.71556704,0.0
9944710369.368202,86330245.04665346,0.0
9944671943.418087,86360078.26122592,0.0
9944633504.04618,86389911.35924281,0.0
9944595051.25238,86419744.34066252,0.0
9944556585.036585,86449577.20544346,0.0
9944518105.398691,86479409.953544,0.0
9944479612.338594,86509242.58492255,0.0
9944441105.856194,86539075.09953748,0.0
9944402585.951385,86568907.49734718,0.0
9944364052.624067,86598739.77831003,0.0
9944325505.874136,86628571.94238442,0.0
9944286945.701488,86658403.98952875,0.0
9944248372.106022,86688235.91970137,0.0
9944209785.087633,86718067.73286067,0.0
9944171184.646217,86747899.42896505,0.0
9944132570.781673,86777731.00797287,0.0
9944093943.493898,86807562.46984251,0.0
9944055302.782787,86837393.81453234,0.0
9944016648.64824,86867225.04200074,0.0
9943977981.090149,86897056.15220608,0.0
9943939300.108414,86926887.14510673,0.0
9943900605.70293,86956718.02066107,0.0
9943861897.873596,86986548.77882746,0.0
9943823176.620306,87016379.41956428,0.0
9943784441.942957,87046209.94282988,0.0
9943745693.841446,87076040.34858263,0.0
9943706932.31567,87105870.63678089,0.0
9943668157.365524,87135700.80738303,0.0
9943629368.990906,87165530.86034742,0.0
9943590567.191711,87195360.7956324,0.0
9943551751.967836,87225190.61319636,0.0
9943512923.319178,87255020.31299762,0.0
9943474081.245632,87284849.89499456,0.0
9943435225.747095,87314679.35914552,0.0
9943396356.823462,87344508.70540887,0.0
9943357474.474628,87374337.93374296,0.0
9943318578.700493,87404167.04410611,0.0
9943279669.50095,87433996.0364567,0.0
9943240746.875896,87463824.91075309,0.0
9943201810.825228,87493653.6669536,0.0
9943162861.348839,87523482.30501658,0.0
9943123898.446627,87553310.82490039,0.0
9943084922.118488,87583139.22656336,0.0
9943045932.364317,87612967.50996386,0.0
9943006929.18401,87642795.6750602,0.0
9942967912.577463,87672623.72181073,0.0
9942928882.544573,87702451.65017378,0.0
9942889839.085234,87732279.4601077,0.0
9942850782.19934,87762107.15157081,0.0
9942811711.886791,87791934.72452146,0.0
9942772628.147478,87821762.17891797,0.0
9942733530.981298,87851589.5147187,0.0
9942694420.38815,87881416.73188195,0.0
9942655296.367924,87911243.83036606,0.0
9942616158.920519,87941070.81012936,0.0
9942577008.045828,87970897.67113018,0.0
9942537843.743748,88000724.41332683,0.0
9942498666.014174,88030551.03667766,0.0
9942459474.857,88060377.54114097,0.0
9942420270.272123,88090203.9266751,0.0
9942381052.25944,88120030.19323835,0.0
9942341820.818842,88149856.34078905,0.0
9942302575.950226,88179682.36928552,0.0
9942263317.653486,88209508.27868608,0.0
9942224045.928518,88239334.06894903,0.0
9942184760.775219,88269159.7400327,0.0
9942145462.193481,88298985.29189539,0.0
9942106150.1832,88328810.72449543,0.0
9942066824.74427,88358636.0377911,0.0
9942027485.876587,88388461.23174074,0.0
9941988133.580046,88418286.30630264,0.0
9941948767.85454,88448111.2614351,0.0
9941909388.699965,88477936.09709646,0.0
9941869996.116215,88507760.81324498,0.0
9941830590.103186,88537585.40983899,0.0
9941791170.660772,88567409.88683678,0.0
9941751737.788868,88597234.24419665,0.0
9941712291.487368,88627058.48187691,0.0
9941672831.756166,88656882.59983584,0.0
9941633358.595158,88686706.59803176,0.0
9941593872.004236,88716530.47642294,0.0
9941554371.983297,88746354.23496768,0.0
9941514858.532234,88776177.87362428,0.0
9941475331.650942,88806001.39235102,0.0
9941435791.339315,88835824.7911062,0.0
9941396237.597248,88865648.06984809,0.0
9941356670.424633,88895471.228535,0.0
9941317089.821365,88925294.2671252,0.0
9941277495.78734,88955117.18557699,0.0
9941237888.32245,88984939.98384865,0.0
9941198267.426592,89014762.66189843,0.0
9941158633.099657,89044585.21968465,0.0
9941118985.34154,89074407.65716557,0.0
9941079324.152134,89104229.97429948,0.0
9941039649.531334,89134052.17104463,0.0
9940999961.479034,89163874.24735932,0.0
9940960259.995129,89193696.20320182,0.0
9940920545.07951,89223518.0385304,0.0
9940880816.732073,89253339.75330333,0.0
9940841074.95271,89283161.34747888,0.0
9940801319.741316,89312982.82101533,0.0
9940761551.097784,89342804.17387092,0.0
9940721769.022009,89372625.40600394,0.0
9940681973.513882,89402446.51737265,0.0
9940642164.573298,89432267.50793532,0.0
9940602342.200151,89462088.37765019,0.0
9940562506.394335,89491909.12647553,0.0
9940522657.15574,89521729.7543696,0.0
9940482794.484264,89551550.26129067,0.0
9940442918.379799,89581370.647197,0.0
9940403028.842236,89611190.91204682,0.0
9940363125.87147,89641011.0557984,0.0
9940323209.467394,89670831.07840998,0.0
9940283279.629902,89700650.97983985,0.0
9940243336.358887,89730470.76004621,0.0
9940203379.65424,89760290.41898735,0.0
9940163409.515856,89790109.95662148,0.0
9940123425.943628,89819929.37290688,0.0
9940083428.93745,89849748.66780178,0.0
9940043418.497213,89879567.84126443,0.0
9940003394.622812,89909386.89325306,0.0
9939963357.314138,89939205.82372592,0.0
9939923306.571085,89969024.63264126,0.0
9939883242.393545,89998843.31995729,0.0
9939843164.781412,90028661.88563226,0.0
9939803073.734577,90058480.32962441,0.0
9939762969.252934,90088298.65189199,0.0
9939722851.336374,90118116.85239321,0.0
9939682719.984793,90147934.9310863,0.0
9939642575.198082,90177752.88792951,0.0
9939602416.976133,90207570.72288106,0.0
9939562245.318838,90237388.43589918,0.0
9939522060.226091,90267206.02694209,0.0
9939481861.697784,90297023.49596801,0.0
9939441649.73381,90326840.84293519,0.0
9939401424.33406,90356658.06780183,0.0
9939361185.498428,90386475.17052616,0.0
9939320933.226805,90416292.1510664,0.0
9939280667.519083,90446109.00938074,0.0
9939240388.375154,90475925.74542744,0.0
9939200095.794912,90505742.3591647,0.0
9939159789.77825,90535558.85055073,0.0
9939119470.325056,90565375.21954374,0.0
9939079137.435226,90595191.46610196,0.0
9939038791.10865,90625007.59018359,0.0
9938998431.34522,90654823.59174684,0.0
9938958058.14483,90684639.47074991,0.0
9938917671.50737,90714455.22715102,0.0
9938877271.432732,90744270.86090837,0.0
9938836857.920809,90774086.37198018,0.0
9938796430.971493,90803901.76032461,0.0
9938755990.584675,90833717.0258999,0.0
9938715536.760246,90863532.16866423,0.0
9938675069.498098,90893347.18857582,0.0
9938634588.798124,90923162.08559285,0.0
9938594094.660215,90952976.85967351,0.0
9938553587.084263,90982791.51077601,0.0
9938513066.070158,91012606.03885855,0.0
9938472531.617792,91042420.4438793,0.0
9938431983.727058,91072234.72579648,0.0
